reviewID,overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,label
2886,5,TRUE,"02 11, 2018",A3QU8TXL7VBIKZ,917712071X,Alex,Quality product!,Five Stars,1518307200,0
2887,5,FALSE,"05 02, 2003",AM41P9Q1GFC7O,B00000DMAT,zeb alford,"Goldeneye lookes like just another shootem up game, but it is more than that. Goldeneye takes James Bond to the next level. Pros: graphics are great 4 player is fun lots of cheats to make the game even better alot of characters to choose from Cons: a little to easy to beat no voices during game play not alot of multiplayer levels In the end Goldeneye is a great game and I recommend it to anyone.","Goldeneye is ""smashing""",1051833600,1
2889,4,TRUE,"01 25, 2018",A2DVZDNADBL7Z2,917712071X,lelia richardson,good value,Four Stars,1516838400,0
2892,4,TRUE,"01 24, 2018",A3U6MQCKHFEJ4B,917712071X,Janna,Needed an new roasting pan and this fit the bill. The size was what I was looking for.,Very pleased with this roasting pans weight and construction.,1516752000,0
2897,5,TRUE,"01 15, 2018",A1W6QKZ1A9KNRH,917712071X,Amazon Customer,Beautiful pan.,Great pan,1515974400,0
2899,4,FALSE,"03 19, 2009",A3GAZR8R1RU5NP,B00000DMB5,Michael Berlin,Love this game. So much fun. It is even better with the cheats. One of the best games for the N64. I can play this for hours apon hours. I love this game.,Turok 2,1237420800,0
2905,5,FALSE,"06 26, 2005",A1W6C5JU6VZSI5,B00000DMB5,Cartman,This game is fun. The visuals are impressive and the guns are frickin' cool and some fun multi-player. Play this game because you deserve something special. Unless you're a Dragon Ball Z fan.,How did they do it?,1119744000,0
2910,3,TRUE,"08 12, 2015",A3NAOI7VEPUT9H,9178921651,Smart Shopper!!,"Tupperware bowls aren't what they used to be. I understand companies designing with an updated, sleek new look. However, this doesn't mean destroy functionality. I am a blind individual with dexterity issues, due to shoulder replacements. Removing the outer lip for easy grasp, huge mistake. Getting rid of the tongue and groove lid, an even huger mistake. It still somewhat snaps to let you know it's closed. However, I would never flip over like old ones to see if secure. Just another company puting out garbage to the masses. I will still keep, plastic isn't as flimsy as other companies. If you are an arthritic individual.. I honestly don't think this is for you. The extra effort it takes to snap, would be difficult. As well as I don't think you would have a good grip with new handles. Only my observation. Tupperware, please bring back the old design I had as a child.",Not Your Mom's Tupperware!,1439337600,1
2913,5,TRUE,"04 13, 2015",A3AHJWZFVMR9XX,9178921651,LeonW,Great sizes for the kitchen. Gotta love Tupperware!,Great sizes.,1428883200,0
2914,5,TRUE,"07 02, 2012",A3FU8T75Q5YGC7,B00000DMAX,John Vasquez,"I bought Mario Kart 64 for my nephew for his birthday. I played Mario Kart 64 when I was a little and I loved it. My nephew already has Mario Kart DS and he loves it. I figure that he will love this game too. Mario Kart 64 has many different levels in which you can race other Mario characters such as Luigi, Wario, Donkey Kong, Bowser and many others. I would recommend this game to anyone who likes any of the newer Mario Kart games.",The Best Mario Racing Game Ever,1341187200,0
2915,5,TRUE,"05 09, 2013",A6S7H9EXZC4AT,1711296,Lis,My grandsons love this book. I will read it over and over until they learn to read it to me.,Children's Books,1368057600,0
2916,4,TRUE,"11 26, 2017",AGTAZ0613Z3A0,917712071X,Sandy,Fairly good pan for the price. No complaints!,A-OK,1511654400,0
2920,5,TRUE,"03 01, 2012",AZDPA723I4KXR,B00000DMAX,Myles B Dyson,If you grew up on N64 and Still love gaming: You will still love Mario Kart 64. Play This game.,The Classic,1330560000,0
2924,5,TRUE,"08 28, 2017",A3V8C59NGTP1JU,917712071X,Voracious Procrastinator,"Just love this for steaks! Grill recessed slightly below pan edge prevents most splattering while roasting (not broiling) steaks in the oven. This is all I wanted, and it cleans up great in the dishwasher. Fine product.",Great for roasting steaks!,1503878400,0
2928,5,FALSE,"11 4, 2002",A3B84G93TDJO8F,B00000DMAT,SMACK,"The names Bond, James Bond. Those five words mark the saying of probably on of the most famous fictional spy of all time. And, finally he came to the Nintendo 64. This game is by far the best game for any console. It kicks Resident Evil's butt all the way back to campcom's facility to teach them not to make such stupid looking games.","finally, a video game based on the most popular spy!",1036368000,0
2929,1,FALSE,"05 05, 2010",A1SIDP0U5R58PM,1711296,JPNYC,"I just borrowed this book from the library to read to my daughter and I must say it really has a perplexing DUD of an ending. The story is actually cute up until the last page where it just ends suddenly. Even my two-year-old daughter looked up at me wondering if there was any more to the story when we got to the last page. She is intelligent enough to expect something to happen but nothing does. Since it was a library book and therefore not new, I actually examined the book closer to see if perhaps some pages had fallen out at the end but no, it just has a terribly lazy ending to an otherwise cute lead-up. I would definitely NOT recommend this book for the young readers like it was designed for (ages 5-8) because it doesn't teach readers about the basics of a story (beginning, middle and END) Instead, it might confuse young readers because of it's lack of an ending.",Bizarre Sudden Ending,1273017600,1
2930,5,TRUE,"07 16, 2017",A3PLB8R6JKUHPA,917712071X,Susie B,Perfect item! Just what I needed!,Perfect roasting pan,1500163200,0
2934,5,FALSE,"08 17, 2008",A1SG73VR5R809B,1711296,Pauline J. Alama,"If I ever get around to making a list called ""The books that built my brain,"" this book will be on it. I had a copy of ""Come over to my house"" as a child, and the fantastic images of faraway places, diverse people, and different ways to live helped furnish my imagination with wonderful scenery. The pictures stayed with me: the balconied Venetian house, the painted Chinese houseboats, the carvings on the (Polynesian?) house near the hot springs. Every child's imagination should have room to travel. If you can find it, read it to your kid.",Wide vistas for a child's imagination,1218931200,0
2936,5,FALSE,"08 07, 2002",A3MCIFXE7SNAX8,B00000DMAT,Void Zero,"Hands-down the best N64 game. Goldeneye is very similar to the movie, like the Siberian dam mission, the satellite control facility, etc.. The graphics are the best I've seen for the N64, except for Zelda 64 (the first one). The auto-aim feature and 4-person multiplayer make the game perfect for the common area of a dorm room.","SHAKEN, NOT STIRRED",1028678400,0
2937,5,FALSE,"05 27, 2008",A27NQRGYDD3HLN,1711296,L. Hadden,"My son is four years old and he loves this book, requesting I read it to him repeatedly.",My son loved it!,1211846400,0
2941,3,FALSE,"06 18, 2003",A28JDCKBEDSI1D,B00000DMB5,Matthew Faulkerson,"This game's graphics and animations are very well done, and the story line is above average. The thing that in my opinion makes it average is how long the levels are (coupled with the ridiculous Death Throes, more on the later). It reminds me of the days of Jaws and Friday The 13th games for the NES where the levels dragged on and on and on....each level in this game will take you at LEAST three hours to get thru and not only that but youll have to back track thru old levels to get new keys and items etc. After a while it gets to the point where you get tired of it and quit. And one more thing this game seems to have been made for a bored teenage kid or adolescent, there are no puzzles or challenges to keep you intrigued, except for the occasional switch to find and that gets boring. The game is basically just kill this dinosaur and watch the blood spew forth, while it goes thru a ridiculous Death Throe. Considering how long the levels are use the cheats some have mentioned and you should get a lot more enjoyment out of it (at least that way you won't have to be backtracking all the time). Buy this game used.",Average...only really good if you use cheats,1055894400,0
2944,5,FALSE,"11 30, 2002",A3713PP4MADKED,B00000DMB5,Nick Watkins,"After playing ""Turok: The Dinosaur Hunter"" for ten minutes, I realized I had a great game at hand. It was like Mortal Kombat, except in a shooting-game. Blood everywhere, amazing enemies and weapons, and a good, good time. And I'll admit this; I don't actully play the Turok games. No, I'm sorry, I don't. It's not that their hard, or boring, but I don't play them...well, not without the cheats at least. As soon as I find out a new Turok game's coming, I get on the internet, go to Happypuppy.com, and find the Master Cheat. Yeah, it's pretty low, but it's fun to go in these blood-soaked shooter games. And the second one is no exception. I played this game without cheats for a few hours, made up my mind, and decided it was great, and would be even better with cheats. Half an hour later, I came back with the Master cheat in my hand, which is ""BEWAREOBLIVIONISATHAND"", or, if you break it down, ""BEWARE OBLIVION IS AT HAND"". Within minutes, I had an amazing arsenal, all maps, invincibility, and more by my side. The weapons...well, let's just say the first Turok can't touch them. You have the usual knife and bow and arrow, pistol, shotgun, and the rest, but you now also have a nuke, pod layer (which lays bombs on the ground and they explode on contact), a machine gun (as the first had, but this one's much better), the Cerebrial Bore (the most gory weapon of all. It launches out a little ball, and it goes straight for the enemies head. When it gets there, it starts sucking and draining blood form their head, then, after 5 second, it explodes, and takes the enemies head with it), my personal favorite, the Razor Wind (a shield with sharp edges on it. You throw it and it cuts up all enemies in it's path, then come right back to you. It can chop off just about any limb you throw it at; the head, the legs, and the arms), and another physical weapon, the War Blade. The name says it all. Overall, this game is a vast improvement, and is the best yet (but that might change as soon as I play ""Evolution""). The graphics are great, awesome story, vast, detailed enviroments, and some hot blue chick that always pops up. What more could you ask for?",Who Says Sequels Aren't As Good?,1038614400,0
2950,5,FALSE,"01 18, 2012",A12D1F0XB6E4PO,B00000DMAX,BEN,"I grew up with these games, So I was happy to find a Nintendo 64 at a thrift store and Im shopping online for the games. Mario Kart is a must have classic and my kids will have lots of fun. They are 8, 6 and 5 years. I cant wait till it arrives in the mail. No use buying the other used game systems or games that take cd. It will get scratched. Kids cant scratch up cartridges. Its why I chose the Nintendo 64.",Bought them for my Kids as their FIRST GAME,1326844800,0
2952,4,TRUE,"12 5, 2016",A1TC6XBC3NVRFM,917712071X,Christopher Wunsch,Worked great for our 27lb turkey!!,Four Stars,1480896000,0
2954,4,FALSE,"09 20, 2000",A29DJPQMKGWBM9,1711296,J. J. Falcone,"I am a confirmed Dr Seuss hater. My tongue gets twisted, the words cannot come, his rhymes are annoying, I don't think they're fun. OOOPS! Seriously, as one who actually dreaded having my toddlers drag their favorite Dr Seuss tomes behind them, and promising a book burning if I had to read GREEN EGGS AND HAM one more time, I have to admit . . . I LOVED THIS BOOK. How many of us cannot identify with the main cahracter who simply is NOT going to get up today? The rhymes may be a bit much (remember I am not a huge Dr Seuss fan) but rather than imaginary worlds filled with strange looking thingies, this is a REAL little boy who is just too warm and toasty to get up! And so, his family, friends and entire TOWN endeavor to get him out of bed. There is a fun repetitiveness, which encourages the kiddies to sing-song along with the chorus ""I AM NOT GOING TO GET UP TODAY,"" and a playfulness in the illustrations that suggests that they are geared for the grown ups to be entertained by. And finally, when the Mom at the end announces, ""HE'S NOT GOING TO GET UP,"" we feel that we are entitled to share in his victory. Not even the UNITED STATES MARINES could get him out of bed! A fun book to read again and again!","OK, Now you are about to hear a confession . . .",969408000,1
2958,4,FALSE,"06 23, 2016",A307PIW4JF0452,917712071X,Rudeboi Junglist,"I bought this at my local IKEA store vs here. For the price, I don't think you'll find a better pan (all things considered equal). This suited my needs simply because I'm trying to replace cookware that is nonstick with stainless steel. The only con I can find is that the rack sits relatively low to the bottom of the pan compared to other racks out there. My solution to this is to simply flip the rack. While this pushes the rack position much higher, you won't have to worry about your food getting soaked in the drippings. You may want to consider adjusting your oven rack to account for proper spacing.",Buy @ Ikea,1466640000,0
2960,4,TRUE,"04 10, 2016",A2IC8NUHDI3VBQ,917712071X,Lucy,"Regret buying this through Amazon for30𝑠𝑖𝑛𝑐𝑒𝑦𝑜𝑢𝑐𝑎𝑛𝑔𝑒𝑡𝑡ℎ𝑒𝑒𝑥𝑎𝑐𝑡𝑠𝑎𝑚𝑒𝑜𝑛𝑒𝑎𝑡𝑡ℎ𝑒𝑙𝑜𝑐𝑎𝑙𝐼𝐾𝐸𝐴𝑓𝑜𝑟10. Otherwise, great roasting pan, large and easy to use, and like that it comes with a removable rack. Made thanksgiving turkey in this and it came out great.",Cheaper from IKEA,1460246400,0
2962,4,TRUE,"12 10, 2015",AV4HQVK5BM4EA,917712071X,Geralt Zedd,Replaced a slightly larger roasting pan with vertical handles. Handles that drove me crazy when attempting to tent foil over it. It also was nonstick. Which some see as a selling point. After seeing a number of reviews for nonstick roasting complaining about flaking and my dislike of having to handle nonstick with kid gloves I decided on this one. It's cheaper elsewhere but it would have cost me more in terms of gas/shipping. Only concern is how well the hinge on the handles will last as they seem to be welded instead of riveted on. Overall it's construction is on the cheaper side of things but I don't foresee a problem with it's longevity (especially considering how often I use it).,Good for the price (If you can't find it locally),1449705600,0
2965,5,TRUE,"12 10, 2015",ACL5K2BQU9MNP,9178914906,Paul S.,Works great so far!,Five Stars,1449705600,0
2968,5,TRUE,"09 25, 2015",AY1NUCXXJ5WD5,9178914906,Hummingbirds,"I ordered 5 different squeegees because I was not sure which one would work best. Well, this one wins hands down!!! The rubber is perfect (not too soft/pliable, and not too hard like the plastic or silicone ones)!",... because I was not sure which one would work best. Well,1443139200,1
2971,4,TRUE,"04 11, 2015",A2MP310284F5ZU,9178914906,JP,Works as advertised.,Works as advertised.,1428710400,0
2973,2,TRUE,"04 04, 2013",AJ6G2SPCP6PUJ,9177124405,Suizee,"The small spoon is too small. The bigger spoon is too big. Neither of them are true ""teaspoon"" size spoons. The flatware is very thin so the knife really has no cutting power (even for a butter knife) behind it. HOWEVER, for the price I paid, I can't expect anything else. They are pretty stylish at a glance but if you're looking to do anything that requires a durable utensil, this isn't the one you want.",Eh.,1365033600,0
2975,3,TRUE,"01 20, 2013",AG7E2YAPMFJVL,1472933,sandy,"This book was bought for my mom, who is advanced in her studies of prophecy. I have some growing in knowledge.",Too advance for me.,1358640000,0
2976,5,FALSE,"01 17, 2011",A2II09GQGWOMTQ,B00000DMB3,Brian Nallick,"What can I possibly say about this game that hasn't been said a million times. Perfection. Groundbreaking. Beautiful. Just some of the words that come to mind when I think of Zelda 64. Zelda was my introduction to RPG's and what an introduction it was. The good. Everything. Graphics, story, pacing, etc... Insanely difficult in parts, I still can't beat the water temple without the walk through. And Ganon in the painting still has to be one of the coolest boss battles of all time. The bad? Nothing. One of the games that not only defined the N64 but a game that set the standard for excellence in RPG's. One of the best...ever. Highest recommendations.",My first RPG.,1295222400,1
2978,1,TRUE,"11 24, 2012",A1P5T9IFN9QWK5,9177124405,C C,Thin with sharper uncomfortable edges .Small but cheap . Dollar store flatwear is better . Ok for picnics or for losing and not feeling bad .,good for picnics,1353715200,0
2986,3,TRUE,"09 28, 2014",A12F9U6BGRVQ0V,9177124405,Mari Tamanaha,Cheap looking in person,Three Stars,1411862400,0
2987,4,TRUE,"02 10, 2017",A2LTLBBLXWWLWB,1472933,Roy W Mills,Still reading it.,Four Stars,1486684800,0
2989,4,FALSE,"06 24, 2009",APS7IH14C8AZ9,B00000DMAX,M. King,"This mario kart changed all mario karts in the future. This is the first mario kart that has mini games and computer generated graphics. I mean the 64 as u can tell the graphics have changed allot from the snes. This mario kart has many more features and great graphics. The sound is great also. If i had a choice of which mario kart to have for free if i did not have any of them it would be this one. I don't know why but for some reason this one is really fun. It has a great multiplayer, especially on mini games.",Mario kart 64,1245801600,0
2993,4,FALSE,"08 09, 2014",A11RYL15SUVXBO,9177124405,Michellia Wilson,Not heavy duty and obviously pressed from a mass production machine but worth the bargain price,Four Stars,1407542400,0
2998,5,FALSE,"08 02, 2014",A1WQGCGKGZWOHG,9177124405,Sabiha,I love IKEA,Five Stars,1406937600,0
2999,5,FALSE,"01 03, 2008",A119JJYMU6GNMA,B00000DMAX,StandDameDrummer,"This game can keep you busy all day with excitement and fun! It's even better when you play with other people. It's great whether your playing with your friends or family. Challenge them with different characters and roads. This game is for anyone, any age, they will enjoy it, I guarantee you will too!",For anyone!,1199318400,0
3000,3,TRUE,"07 23, 2014",A1YHNLYB5GVKJQ,9177124405,roxann hunnicutt,not good buy hey you can use them,dont waste your money,1406073600,0
3003,5,FALSE,"05 05, 2007",A1JLX0VQSN84BT,B00000DMAX,Ds Lite Miser,"mario kart 64 is by far the best n64 game if you want non-violent racing with all the nintendo characters for a good price- look no further also if you like mario kart 64, you might like mario kart ds mario kart super curcuit mario kart snes",Very Fun Mario Kart game,1178323200,0
3010,4,TRUE,"08 15, 2015",A3QLO2ITMDW82F,1472933,Inez,It is a good read.,Four Stars,1439596800,0
3011,3,TRUE,"04 13, 2014",A3TZ5SJYYRQWV5,9177124405,NikDBA,Ok for price but looks a lot cheaper than what is shown. I purchased as an extra supply so it's not a big deal but not great for a main set.,Cheaper than they look,1397347200,0
3015,5,TRUE,"07 17, 2015",AWOX3T0SVP0YL,1472933,Susan Kay,I received the book right away. Any book by Clarence Larkin is good.,Any book by Clarence Larkin is good.,1437091200,0
3017,5,TRUE,"07 31, 2009",AOXX0U2T2BGYM,B00000DMB3,A Human,"I just bought this game a few weeks ago,and it's awesome. It just has that ""This is going to be an epic game"" from the get go. It has great graphics,even to this day. First of all,this is an Action Adventure,not a RPG/Role Playing Game. Next,I recommend buying the Strategy Guide. This game is what gamers call ""Nintendo Hard"". It's a challenging game,with quite a number of puzzle parts. Anyway,buy it if you have a 64,or Virtual Console it if you have a Wii.",Wow..Just...Wow.,1248998400,0
3018,5,TRUE,"05 04, 2015",A2X7HLFHRKRKXO,1472933,melvin wells,Great book,Five Stars,1430697600,0
3020,5,TRUE,"04 30, 2015",A33XJHVD6CQ8R0,1472933,Fitness Forever,If more of today's Bible prophecy teachers actually read and understood the book of Daniel they would know what is going on today. I highly recommend you read this book to gain an understanding about why the crisis in the middle east and the rise of ISIS will impact the entire world. I've read this book 3 times now and get more out of it each time.,A Must Read for Todays Bible Prophecy Understanding!,1430352000,1
3025,5,FALSE,"05 16, 2006",AWG2O9C42XW5G,B00000DMAX,Blake Meahl 2018,"This is the best racing game i've ever played and the most funest. The game has a cool unique to a racing game. it is tons of fun, and you can play either Mario, Luigi, Peach (The Princess), Toad, Yoshi, Bowser(King Koopa) & Donkey Kong. There are three types of trophies you can recieve, either the Mushroom trophy, Flower Trophy, Star Trophy and A Special Trophy. Cool Hu. Well this game was tons of fun i recomend it to everyone. Peace Out If you liked this game then check out all of the Mario Games.","An Excellent Game,",1147737600,0
3026,5,TRUE,"01 11, 2014",AP3HAX64V16E0,1472933,Sheila Lamb,Very good work by Clarence Larkin. I really loved the book and enjoyed reading it. I found it very helpful in my Sunday school teachings.,The Book of Daniel,1389398400,0
3032,5,TRUE,"08 26, 2017",A1KWQX5ZMWZPLZ,9900493486,Amazon Customer,So pretty!!! And very handy too!,Five Stars,1503705600,0
3033,3,FALSE,"07 20, 2005",ANAYSRE3LX8GZ,B00000DMAX,Micheal Hunt,"I played this game for week's years ago against a friend or 2 and it was great fun on multi-player. However when I played it one player I hated it. I thought it was too slow and real dodgy. But that was before I actually sat down and gave it a real go. And once you master the sliding/skid turn booster trick, it becomes a lot better. To do that; you just hold the R button down when going around bends and corners and tap the analogue stick in the opposite direction 3 times. The smoke goes from white, yellow to red then you let go the R and you have a slight boost. Once I had learned that it plays a lot faster. Overall, the graphics good and the levels are much bigger then the previous SNES version. But it lacks the same competitiveness and fun of the original version. But don't get me wrong, it is great for playing with friends, but it is a different feel from the original. In my opinion the best Mario Kart out is the GBA version because it is the SNES version with more tracks! (the original SNES tracks are unlockable in the GBA version!) But none the less, this version stands out on it's own. This version I didn't find to be as fun as the SNES one for a few reasons. They should have had more racers to choose from. And I miss my favourite driver the little Koopa Trooper, instead he's been taken out to make way for a slower Wario. But once I'd mastered that thing to take corners with, it was easy to place 1st in the 150cc. Overall, I give the one-player game 3 stars and the multiplayer 4. Cons: Not enough tracks and courses. Once you've mastered the courses on 150cc, there is no further challenges for you in single player mode. - Not enough drivers to choose. - The sound effects can be very annoying after a while (like Toads Whoa-Whoa-Whoa-Whoa sound) - No way to turn the objects off (like banana peels and the hazards of the coarse... it is really unfair sometimes)",Mommamia,1121817600,0
3034,5,TRUE,"01 29, 2011",A2WE6C7MXY3W8E,230022,Ann Snelling,"The story of Johnny the Bagger is a must-read! It has been months since I first read the book but regularly think about the principle of customer service conveyed by Johnny. The story clearly demonstrates that anyone, regardless of physical limitation, can do something memorable and creative to provide great customer service. What a fabulous example in this story.",Simple Truths of Service: Inspired by Johnny the Bagger,1296259200,0
3041,5,TRUE,"02 06, 2016",A2F441ETZ4VW8K,9900493486,Amazon Customer,Must have for your bible.,Five Stars,1454716800,0
3046,5,TRUE,"10 19, 2015",A17R23QS7P9CMH,9900493486,Oh,Wonderful product. It's a lot of work to tab up a bible but it makes reading my bible not such an intimidating task.,Great!,1445212800,0
3048,5,TRUE,"09 15, 2014",A1CESEWTLAUPMN,230022,Dwardo,Great quick and easy read!,Buy Me!,1410739200,0
3050,5,FALSE,"07 10, 2005",ADB8XCKNSDY5Z,B00000DMAX,theboombody,"This game is pretty darn easy. I beat most of the tracks with only a rental. It's not near as tough as the SNES version. Heck, the SNES version of Rainbow Road had no walls around the track and the track was thin to boot. Rainbow Road is a cakewalk on this one. Wide the whole way with walls all around. Too darn easy. However, there is a monster shortcut that's very dangerous to go for if you want to make things interesting. Even though it was too easy, I bought the game anyway. It's fun to beat the heck out of these computer controlled suckers. Plus I really like the game's ending. There is one hard level, the one with all of the traffic in the extra mode. It can be very frustrating if you make a mistake, because you get run over again and again and again. It usually takes away any hope of recovery. The most significant improvement over the SNES version is the time trial mode. You can race a ghost of yourself after you've already completed the course. The ghost is only a recording of your previous performance, but it gives you a lot more motivation to beat your old time, I assure you. I've never been into multiplayer modes, but if you're into that kind of thing, you'll REALLY love this game. Some multiplayer matches can go on for a LONG time, since the levels are so well-designed.",Easy,1120953600,0
3056,3,FALSE,"11 14, 2004",A3IBXED14SKZ8Y,B00000DMAX,Robert Evans,"Mario Kart 64 Launched with the N64 and it sure did good with the sales but Ultimatley this is disapointing. Mario Kart Succeds in graphics departure but Fails at the boring over and over gameplay that you indure in the game. Don't get me wrong this is a great game but it just pretty much fail to fun factor. Back when I got this game when It first came out I simply loved it but after the next day it kind of got boring for me. The game is great but fails with the overuse of boring driving and nothing exciting happens. If it were up to me I would have addes some really cool Driving maze level(yeah it does sound lame but what ever) In Graphics the game is simply superb. It really does make the N64 a really good lookin' system. The level desighning and great setups make it one of the better looking N64 back in the days when it was still popular.. It truly does make some Ps games look like crap. The sound is pretty average...ehh I rather not go into that.. NOW.......The gameplay.. It just get's boring after awhile and nothing special happens and the single player is pretty short. But cool...... And that's pretty much it. The Multiplayer is pretty fun. I had a blast playing it with my friends. It really is fun but like I said before...Nothing special. When it all comes down to this. The boring yet kind of fun gameplay, Great Graphics but doesn't help gameplay, Really fun MP but still fails to succeed in fun factor(well atleast to me) I give Mario Kart 64 a 3.4 stars out of 5 Lates..",One of funnest games on the N64,1100390400,0
3059,4,TRUE,"06 19, 2015",A16U2PG3VR9ZXP,9900493486,Inonomis,"once you get the hang of it, easier to install. Durable",Four Stars,1434672000,0
3062,4,TRUE,"05 04, 2015",A8WD29DKN8ZC3,9900493486,Shopper22,"Easy to use, nice and colorful. Helps me get to my passages quickly. Good price. It took me about 1/2 hour to put all of them on my Bible.",Worth it,1430697600,0
3066,5,FALSE,"11 20, 2003",A3B9QABFEA2VKD,B00000DMAX,M. Estopinal,This is one of the best games out for the N64. The races and tournaments themselves are challenging and extremely fun. The many characters that you can unlock all have their own abilities and everything else to set them aside. The tracks are not repetitive and give each race a fresh new layer of fun. Multi-player is an even better experience...Who could imagine that battles with cars and turtle shells would actually be fun? Well it is fun and will keep you playing for hours on end. This game will make your friends ask if they can come over and play. A sure hit with a gamer of any age.,Good quality fun,1069286400,0
3068,5,TRUE,"01 16, 2014",A36WRQ8JAOS83F,9900493486,MMO,Sure does make it easier to find what I am looking for. They are easy to put on the pages,ease,1389830400,0
3074,5,FALSE,"04 01, 2003",A2P4NR32FL1NRG,1954563,methylethel,"This was one of my top favorite books as a kid. Right up there with The Giant Jam Sandwich. It's a funny book about a laughing dragon, his friend the turtle, and how they save the emperor of Japan. The illustrations are bright and wonderful, and it's a crying shame it's gone out of print.",Out of print! Horrors!,1049155200,1
3075,4,TRUE,"12 4, 2012",ASFLDXLR3FSA1,9900493486,Mic,"Colorful, look great when fully applied to the bible. It is hard to separate some of the tabs from each other and I had to be careful, a few of them ripped when I tried to separate them.",Bible Index Tabs,1354579200,0
3077,5,FALSE,"10 3, 2011",A16ZGHS7OVW2ML,1716069,S. Wilson,three stories in one book. the first is about being realistic about your abilities. the second is about self-sufficiency. and the third is about the dangers of starting something you cant finish. all in all a great book.,great!,1317600000,0
3078,5,FALSE,"01 11, 2003",A17GUOF4ZMHXDY,B00000DMAX,Bonnete,Cool game. But I think Toad is the fastest of the crew. I used to be an expert at it. I was even born an expert....,A cool game Even better than Super Mario Kart super circuit.,1042243200,0
3079,4,FALSE,"02 29, 2008",AQ6AGWKWMTY8H,1716069,Pam,"""I Can Lick 30 Tigers Today!"" is a fun Dr. Seuss book which contains three stories and 1365 words. The book's Accelerated Reading designation is given as 2.9 which means the text is suitable for children reading at an advanced Second Grade level. [2.9 translates as a book that an ""average"" child should be able to read when in the 9th month of 2nd Grade. It can be enjoyed by people of any age, of course.] At our house the stories were met with almost universal praise from both the 6 and 8 year old. And what's nice about Seuss books, besides the rampant craziness, is the fact that children often forget how many words they are reading as they work away at finding out what happens. Summary ::: A fun Seuss reader which contains three stories. The AR designation is 2.9 but the word-magic of story and rhyme makes this book appropriate for non-reading children as well. Pam T~","A Great Primer for More Advanced Readers - a review of ""I Can Lick 30 Tigers Today!""",1204243200,1
3082,1,TRUE,"09 08, 2015",A1HIJQD1J81SSX,B00000DMBO,Jennifer L. Rand,"Hope my experience was unusual. I began using this in mid/late July, and from the beginning it did not expel the cork smoothly at all; I've had to ""unwind"" it to get the cork off after each use. Then a few weeks ago, it became very jammed and won't easily open bottles either. The corkscrew has been stored safely on a shelf, not dropped or messed with in any way. For a $90 corkscrew, that's just not good. I've reached out to their customer service to see if they think this is a defective product I got, or if this is more common. I'd previously had a corkscrew (may even have been a Screwpull) that was amazing and lasted 10+ years.","Hope my experience was unusual, but didn't work properly from day one",1441670400,0
3083,5,FALSE,"06 22, 2002",A1A6F2JFGFIP7J,B00000DMAX,Chris,"This is an excellent game! Once you start playing you cannot stop until you actually beat it! This has averythingn a GOOD game should have: Excellent graphics, excellent gameplay, good 2-player mode, and good sound. The only flaw in this game is... well... their are no flaws, this game gets a SOLID 5. Thanks for reading my review. Happy Gaming. P.S. Don't buy Pokemon Snap... Thanks!",EXCELLENT Game,1024704000,0
3089,5,FALSE,"05 08, 2002",A3ER878Z9WVNRO,B00000DMAX,Kopaka Nuva,My favorite part of this game is the battle mode. My friend showed me all the tricks he has learned from playing it. Like where to set traps and other stuff. The one player mode is fun too.,This is the best with with the battle mode,1020816000,0
3097,5,FALSE,"11 1, 2001",A1RXIKG68FAQYO,B00000DMAX,Mr hip hop,"If you liked Mario Kart for the Super Nintendo, then you will love Mario Kart 64. This is an amazing game. One of the best for the 64. If you have competition around you can take up hours of play time. I have played this game almost as much as I have Golden Eye 64, but not quite as much. If you are looking for a good quality game with a very high replay value then this is a great game to check out. Doesn't matter if you are 10 or 70 you can get into this game. The multi-player makes things a little bit more interesting. The battle mode is the best feature if you have equal level competition.",Fun For all Ages,1004572800,1
3099,5,FALSE,"08 27, 2012",A2K23C4A8KY03L,B00000DMBO,Christiane Schuette McField,"The Screwpull Proffessional Corkscrew is the top of the line wine bottle opener, period. And it is one of the best examples for a top product with many, many bad copies like the rabbit. All Screwpull's openers are instruments, precisely working tools, the copies are only trying to make some money by confusing the customers. This is a perfect gift for every wedding couple, for an anniversary or whatever might be the reason to celebrated with a good glass of wine.",Best gift for wine lovers,1346025600,0
3101,5,TRUE,"12 31, 2015",A28I46WI2KUDKN,1716069,Exercisemom,Hilarious classic Seuss.,Five Stars,1451520000,0
3102,5,TRUE,"02 21, 2007",A2R2QDHA0YXBV7,B00000DMBO,FM,"I have owned this model for years (and given it as gifts) and it is by far the most versatile opener I have had. It has a ""wow"" factor when guests see me use it. Simple design, and requires little effort to open a bottle. No twisting, tugging, pulling or damaged corks with this opener.",A must have for wine drinkers,1172016000,0
